snapshot_id,citation_key,doi,retrieved_utc,source_url,local_path,file_size_bytes,sha256,completion
crossref_20260925T080321Z,ryberg2018absolute,10.1111/jiec.12820,2026-09-25T08:03:21+00:00,https://api.crossref.org/works/10.1111%2Fjiec.12820,data/raw/references/crossref_20260925T080321Z/ryberg2018absolute.json,17606,60d1540cf9bdef95c237c14512496004218ca38cd513b0e8df8de9c63bbb352a,complete
crossref_20260925T080321Z,moncaster2019burdenshifting,10.1016/j.jclepro.2019.03.171,2026-09-25T08:03:21+00:00,https://api.crossref.org/works/10.1016%2Fj.jclepro.2019.03.171,data/raw/references/crossref_20260925T080321Z/moncaster2019burdenshifting.json,20701,de5c44e8f286b016e48acc352c29e7a514cad46b96a6383dbf409244a75e1c4d,complete
crossref_20260925T080321Z,gonzalezgaray2019burdenshifting,10.1016/j.jclepro.2019.04.276,2026-09-25T08:03:21+00:00,https://api.crossref.org/works/10.1016%2Fj.jclepro.2019.04.276,data/raw/references/crossref_20260925T080321Z/gonzalezgaray2019burdenshifting.json,15271,eacbc64dfe422b14332dc45189abeaca0addfc2f4c07ae17e4f81118a4e69a6c,complete
crossref_20260925T080321Z,li2026datacenterburden,10.1016/j.jclepro.2026.149201,2026-09-25T08:03:21+00:00,https://api.crossref.org/works/10.1016%2Fj.jclepro.2026.149201,data/raw/references/crossref_20260925T080321Z/li2026datacenterburden.json,26376,538a839c2f8117b24c52f939292c33f909a269f0fbe21adf0324c55192169817,complete
crossref_20260925T080321Z,glavic2007sustainability,10.1016/j.jclepro.2006.12.006,2026-09-25T08:03:21+00:00,https://api.crossref.org/works/10.1016%2Fj.jclepro.2006.12.006,data/raw/references/crossref_20260925T080321Z/glavic2007sustainability.json,9430,e4f930614f6f37ff0788d6c87d004b46001a5ff28fdbd7c374b2bdb38f166cc8,complete
crossref_20260925T080321Z,shi2016cleanerproduction,10.1016/j.jclepro.2015.11.034,2026-09-25T08:03:21+00:00,https://api.crossref.org/works/10.1016%2Fj.jclepro.2015.11.034,data/raw/references/crossref_20260925T080321Z/shi2016cleanerproduction.json,18565,db162dde26f628d2653d2fa840525bfddad9c7f9b9f2bb2e880de64e6b5efaa9,complete
crossref_20260925T080321Z,forman2016wasteheat,10.1016/j.rser.2015.12.192,2026-09-25T08:03:21+00:00,https://api.crossref.org/works/10.1016%2Fj.rser.2015.12.192,data/raw/references/crossref_20260925T080321Z/forman2016wasteheat.json,13207,8e192581d4e8334fd4e9843cc01ef931abb7338ff3870585c96c327c24d2f3a2,complete
crossref_20260925T080321Z,papapetrou2018wasteheat,10.1016/j.applthermaleng.2018.04.043,2026-09-25T08:03:21+00:00,https://api.crossref.org/works/10.1016%2Fj.applthermaleng.2018.04.043,data/raw/references/crossref_20260925T080321Z/papapetrou2018wasteheat.json,12357,15315d92120f00bbc6f326f35639a5a98275a53a1e4683e8e82d80ecbe2436b7,complete
crossref_20260925T080321Z,brueckner2015wasteheat,10.1016/j.apenergy.2015.01.147,2026-09-25T08:03:21+00:00,https://api.crossref.org/works/10.1016%2Fj.apenergy.2015.01.147,data/raw/references/crossref_20260925T080321Z/brueckner2015wasteheat.json,13257,81a18e43f033172a237853b1b6ad4ecd342e50a58c3d0d1c87ee4af014a6f6b7,complete
crossref_20260925T080321Z,ebrahimi2014datacenter,10.1016/j.rser.2013.12.007,2026-09-25T08:03:21+00:00,https://api.crossref.org/works/10.1016%2Fj.rser.2013.12.007,data/raw/references/crossref_20260925T080321Z/ebrahimi2014datacenter.json,35474,c130106885a86bddf0fd92500d16b72946484c4427577cda898145c1b098135c,complete
crossref_20260925T080321Z,wahlroos2018datacenter,10.1016/j.rser.2017.10.058,2026-09-25T08:03:21+00:00,https://api.crossref.org/works/10.1016%2Fj.rser.2017.10.058,data/raw/references/crossref_20260925T080321Z/wahlroos2018datacenter.json,23976,f481cfb442ed8e30f942fe46c131a8534b4664b2b2ffa503950ee98eddd1ef3f,complete
crossref_20260925T080321Z,ebrahimi2019datacenterwhr,10.1016/j.jclepro.2019.02.061,2026-09-25T08:03:21+00:00,https://api.crossref.org/works/10.1016%2Fj.jclepro.2019.02.061,data/raw/references/crossref_20260925T080321Z/ebrahimi2019datacenterwhr.json,16500,a691cb8852632fd09ae23a5f8eed69c04e1a1e833e74f5ea1abad0fe14e741c3,complete
crossref_20260925T080321Z,zhang2024datacentermismatch,10.1016/j.jclepro.2024.143466,2026-09-25T08:03:21+00:00,https://api.crossref.org/works/10.1016%2Fj.jclepro.2024.143466,data/raw/references/crossref_20260925T080321Z/zhang2024datacentermismatch.json,23605,f2720c6b660eb2d25cf41f7d5ad24ee06897e1007ba7b729e35f82ec091c0f14,complete
crossref_20260925T080321Z,fang2018industrycity,10.1016/j.jclepro.2018.05.045,2026-09-25T08:03:21+00:00,https://api.crossref.org/works/10.1016%2Fj.jclepro.2018.05.045,data/raw/references/crossref_20260925T080321Z/fang2018industrycity.json,17436,88e1053c69ca01b361d97817327cf46aa8a56ddc38e34a4f6012d820961800cf,complete
crossref_20260925T080321Z,yang2021exergoenvironmental,10.1016/j.jclepro.2020.125679,2026-09-25T08:03:21+00:00,https://api.crossref.org/works/10.1016%2Fj.jclepro.2020.125679,data/raw/references/crossref_20260925T080321Z/yang2021exergoenvironmental.json,29385,c1cfaa02503e504ba56aced0df2a184a5cf0679e01e5cd5d457f0dadf7ddd5fd,complete
crossref_20260925T080321Z,arpagaus2018heatpumps,10.1016/j.energy.2018.03.166,2026-09-25T08:03:21+00:00,https://api.crossref.org/works/10.1016%2Fj.energy.2018.03.166,data/raw/references/crossref_20260925T080321Z/arpagaus2018heatpumps.json,48835,f92300a1d0668ebce1a1a0dc47901fd3272ebd4b029eaf6b7591c504580be451,complete
crossref_20260925T080321Z,raptis2016thermalpollution,10.1088/1748-9326/11/10/104011,2026-09-25T08:03:21+00:00,https://api.crossref.org/works/10.1088%2F1748-9326%2F11%2F10%2F104011,data/raw/references/crossref_20260925T080321Z/raptis2016thermalpollution.json,7990,2628c05e7968913e7e7c754e3574ce9f0b8271b70a1286e1abc7ca1cffd29168,complete
crossref_20260925T080321Z,madden2013thermaleffluent,10.1088/1748-9326/8/3/035006,2026-09-25T08:03:21+00:00,https://api.crossref.org/works/10.1088%2F1748-9326%2F8%2F3%2F035006,data/raw/references/crossref_20260925T080321Z/madden2013thermaleffluent.json,9198,957610cb0dc262977bdf0c15bc573c4d833f47a3c1ff6ed3bcf174db600acf76,complete
crossref_20260925T080321Z,cheng2017oceanheat,10.1126/sciadv.1601545,2026-09-25T08:03:21+00:00,https://api.crossref.org/works/10.1126%2Fsciadv.1601545,data/raw/references/crossref_20260925T080321Z/cheng2017oceanheat.json,14460,e3fe700992c8077a18a4343f5b130991927f9d8ce1296e113394fe20460cdd77,complete
crossref_20260925T080321Z,serreze2011arctic,10.1016/j.gloplacha.2011.03.004,2026-09-25T08:03:21+00:00,https://api.crossref.org/works/10.1016%2Fj.gloplacha.2011.03.004,data/raw/references/crossref_20260925T080321Z/serreze2011arctic.json,26890,cded0284f073a6c7bccbb391a0f41b7b3792bcc6bf34be2692638f8b26dd5b4a,complete
crossref_20260925T080321Z,mohai2009justice,10.1146/annurev-environ-082508-094348,2026-09-25T08:03:21+00:00,https://api.crossref.org/works/10.1146%2Fannurev-environ-082508-094348,data/raw/references/crossref_20260925T080321Z/mohai2009justice.json,17073,e7b8cc9d22eb84c3cd42188834a4fb419172d26e573b827e88b782a2d4fce408,complete
crossref_20260925T080321Z,sherwood2010adaptability,10.1073/pnas.0913352107,2026-09-25T08:03:21+00:00,https://api.crossref.org/works/10.1073%2Fpnas.0913352107,data/raw/references/crossref_20260925T080321Z/sherwood2010adaptability.json,8045,bb966d240179d32211e9fe898576f32f78416de2b6fb8078f0d552c7d54709a4,complete
crossref_20260925T080321Z,frontier2024dataset,10.1038/s41597-024-03913-w,2026-09-25T08:03:21+00:00,https://api.crossref.org/works/10.1038%2Fs41597-024-03913-w,data/raw/references/crossref_20260925T080321Z/frontier2024dataset.json,9107,e80930bc9fbf5902fb49e510317108644899f67387b6e63736b059c477239d30,complete
crossref_20260925T080321Z,ornl2024wasteheatreport,10.2172/2329591,2026-09-25T08:03:21+00:00,https://api.crossref.org/works/10.2172%2F2329591,data/raw/references/crossref_20260925T080321Z/ornl2024wasteheatreport.json,4194,b5a0f2fc1bfe88cba1392681470e24c1441fb701e8f7dfa8238cfbaa1e0b74cb,complete
crossref_20260925T080321Z,frontier2024figshare,10.6084/m9.figshare.24391240.v4,2026-09-25T08:03:21+00:00,https://api.datacite.org/dois/10.6084%2Fm9.figshare.24391240.v4,data/raw/references/crossref_20260925T080321Z/frontier2024figshare.json,8868,39f08099ae8f43ff68a598a0ee44f0f1c792fd01d80faea4261a8e8fe23ac204,complete
